dataset_id,batch,original_filename,ext,storage_path,width,height,orientation,corrupted,corrupt_reason,file_size_bytes,sha1,duplicate_of,phash,house_group_id,split,status
0028,batch1,0033.webp,webp,roofline/images/0028.webp,1536,1066,landscape,False,,272378,2049d1c9c2c68f696303f20a10ff7dc50eacabbe,,90c0f97e7eb3a320,HG-0028,train,pending
0029,batch1,0036.webp,webp,roofline/images/0029.webp,1536,1152,landscape,False,,493570,b12b07a070212ed8fc1694b03c3861193809e2b3,,eedf336228b1682c,HG-0029,train,pending
0030,batch1,0037.webp,webp,roofline/images/0030.webp,1536,1152,landscape,False,,437246,1022614be179cb673da52251dbdb543d3cd7559a,,f59672023f718f60,HG-0030,val,pending
0031,batch1,0038.webp,webp,roofline/images/0031.webp,1536,1152,landscape,False,,528698,7923fc721877570a7fcafd291132f04203e2f3cb,,a191d83d75d478c9,HG-0031,holdout,pending
0032,batch1,0039.webp,webp,roofline/images/0032.webp,1536,1061,landscape,False,,475822,350c1ef034107ebc38f596fb1158e921b9b7b845,,f9799774879f0180,HG-0032,holdout,pending
0033,batch1,0040.webp,webp,roofline/images/0033.webp,1536,1152,landscape,False,,559320,d2c903f933800627a0e11049d96454ca2829dcf2,,b796293456ad858e,HG-0033,train,pending
0034,batch1,0041.webp,webp,roofline/images/0034.webp,1536,1066,landscape,False,,427784,49de4e61856aea641aec1f79aa6e91fd15454a86,,878d98b17732f948,HG-0034,train,pending
0035,batch1,0042.webp,webp,roofline/images/0035.webp,1536,1151,landscape,False,,581846,63ad75b0725809555cf1c35e6d97567ebbf59377,,b3959aed764a0543,HG-0035,train,pending
0036,batch1,0043.webp,webp,roofline/images/0036.webp,1536,1066,landscape,False,,489518,5beff50316fa00dab62b7c11f984669a93594586,,e1a31e714b8f7d01,HG-0036,train,pending
0037,batch1,0044.webp,webp,roofline/images/0037.webp,1536,1066,landscape,False,,353594,602e9ce7b5e4290a4ce7e5fa81fe3a7579a860fc,,a8ebdb3f94006a35,HG-0037,holdout,pending
0038,batch1,0045.webp,webp,roofline/images/0038.webp,1536,1152,landscape,False,,539704,e4537a9fafddc27119a54d561fd03098f3cc7ebc,,bd91e33f3a401713,HG-0038,train,pending
0039,batch1,0046.webp,webp,roofline/images/0039.webp,1536,1024,landscape,False,,240140,66bcc3d0a73746a80592c786e7c6bac376d765d1,,f1bdb41db5462c06,HG-0039,train,pending
0040,batch1,0047.webp,webp,roofline/images/0040.webp,1536,1024,landscape,False,,425930,3aa3ec80ae5473092bca50e718158491e720a23f,,d28af859687ee215,HG-0040,train,pending
0041,batch1,0048.webp,webp,roofline/images/0041.webp,1536,1152,landscape,False,,541396,e8cd6e5702cbc6ff55fa59a7f5a8760f5ccdd957,,c8f8f83430c55d9d,HG-0041,train,pending
0042,batch1,0049.webp,webp,roofline/images/0042.webp,1536,1152,landscape,False,,270948,7025991ed911eb50ae241e17e87f232c2bc8a629,,f4aa8b5dba029175,HG-0042,train,pending
0043,batch1,0050.webp,webp,roofline/images/0043.webp,1536,1152,landscape,False,,480388,f51c052ca338051c202ed2dda358435ff6b3e6c4,,923ad86acd4774cc,HG-0043,train,pending
0044,batch1,0052.webp,webp,roofline/images/0044.webp,1536,1066,landscape,False,,424072,bbeebb2ac08c67680e929b7704bbb4c1d7485f96,,974fa4352de859c4,HG-0044,holdout,pending
0045,batch1,0053.webp,webp,roofline/images/0045.webp,1536,1152,landscape,False,,129628,4d70535f05a5b747d5e4e5ec8fe6da499711567c,,89e3768c2937e649,HG-0045,train,pending
0046,batch1,0054.webp,webp,roofline/images/0046.webp,1920,1280,landscape,False,,413616,96f620c8f0f2c8e067237cec5602701fc9f3b275,,91e89a5ecb9464b5,HG-0046,train,pending
0047,batch1,0055.webp,webp,roofline/images/0047.webp,1920,1280,landscape,False,,420078,424c83939c78c37c3b23bfc942d2788f9a4b5d79,,d5f1ed2548f83207,HG-0047,train,pending
0048,batch1,0056.webp,webp,roofline/images/0048.webp,1536,1152,landscape,False,,607134,f64aa389c44ac771d5021442e0b55f75d3a59742,,949061a9636e9ddd,HG-0048,val,pending
0049,batch1,0057.webp,webp,roofline/images/0049.webp,1536,1152,landscape,False,,473122,b933807439b4bb0d3787e39fa6afa354289adc6f,,c0cdbfe321398f90,HG-0049,train,pending
0050,batch1,0059.webp,webp,roofline/images/0050.webp,1376,768,landscape,False,,208578,b55b0de3764c1852dbdcb7d4424623d6134fde82,,8a8ac9797d8c1eb4,HG-0050,train,pending
0051,batch1,0060.webp,webp,roofline/images/0051.webp,1536,1152,landscape,False,,558502,cc3168c41a26389a13ce0dbe14703d8e48d3d262,,d5953e28212f8d6e,HG-0051,holdout,pending
0052,batch1,0061.webp,webp,roofline/images/0052.webp,1536,1152,landscape,False,,401052,c0a52d3776a4127bba518c141c07859644bee0a6,,c7f6902c25d9ea4a,HG-0052,train,pending
0053,batch1,0062.webp,webp,roofline/images/0053.webp,1536,1066,landscape,False,,268860,f5dd8aa284f43074cb51d0f996d516e5900d9aae,,cf18b1454abfdc21,HG-0053,train,pending
0054,batch1,0063.webp,webp,roofline/images/0054.webp,1536,1152,landscape,False,,703372,eb53c8bd4d01b409c7c1b9c06321463de397a40b,,eaa2161f4b2dfcc0,HG-0054,holdout,pending
0055,batch1,0065.webp,webp,roofline/images/0055.webp,1536,1064,landscape,False,,478812,2fb6085631188d417321e99336b3a5400f3aa802,,f3d9ae040e72c1b5,HG-0055,val,pending
0056,batch1,0066.webp,webp,roofline/images/0056.webp,1162,675,landscape,False,,125430,ecaeb08dbd33e11d1cd9b28220b602687007bc9d,,a0e211953ae32dbf,HG-0056,train,pending
0057,batch1,0067.webp,webp,roofline/images/0057.webp,1536,1152,landscape,False,,436178,54c620a0d4d6e0610fc91e53252570dc747502f3,,dcecb6a2208cdb59,HG-0057,train,pending
0058,batch1,0068.webp,webp,roofline/images/0058.webp,1536,1066,landscape,False,,444816,39ce18fe9d0416daf59916c4704fb3b0d99f0bc8,,c5c5826e32f8d1b5,HG-0058,holdout,pending
0059,batch1,0073.webp,webp,roofline/images/0059.webp,1536,1152,landscape,False,,649644,6f7c87ab193d95b825c7d57b126158161865aaa5,,d0f2be3b6101bfc0,HG-0059,train,pending
0060,batch1,0074.webp,webp,roofline/images/0060.webp,1536,1152,landscape,False,,545798,8180fac7669f4e0b50d52ba6b2c3bfe2e95356c8,,8a0ca5cc6ef2d2ba,HG-0060,train,pending
0061,batch1,0075.webp,webp,roofline/images/0061.webp,1264,843,landscape,False,,306012,070a295d90016f2d66d9b4c618aea13582d56b54,,853db86a4ed47561,HG-0061,train,pending
0062,batch1,0076.webp,webp,roofline/images/0062.webp,1024,682,landscape,False,,191060,eb2dfe30f3e2dff8131e0fde7ee611ab71b27741,,93a7365e4d32c465,HG-0062,val,pending
0063,batch1,0077.webp,webp,roofline/images/0063.webp,1920,1280,landscape,False,,323722,3638ba733125ab490b46295dba1f2620fb38e94a,,d5ff3f01001f3869,HG-0063,train,pending
0064,batch1,0078.webp,webp,roofline/images/0064.webp,1536,1066,landscape,False,,486846,6fdcf04b70a088373337e2f1617849affcfabaa7,,b6cb8895d52d2b52,HG-0064,holdout,pending
0065,batch1,0080.webp,webp,roofline/images/0065.webp,1536,1014,landscape,False,,337262,67125e7ff94f15f0099f81e894c8589d7118e21d,,9f70cae8b59a2c52,HG-0065,train,pending
0066,batch1,0081.webp,webp,roofline/images/0066.webp,1920,1280,landscape,False,,553856,61bf9b5efe118c1b001363150ef400ad97dbb97f,,94d2b0d4743b1f99,HG-0066,train,pending
0067,batch1,0082.webp,webp,roofline/images/0067.webp,1536,1026,landscape,False,,441336,45c60efb6d2348321d453f93ea7e52606a1121be,,8cae22f09c2eb1cf,HG-0067,train,pending
0068,batch1,0083.webp,webp,roofline/images/0068.webp,1536,1152,landscape,False,,657326,eed46d29730a8cf31dd01210648e980df302333d,,f5e4c369985a63c1,HG-0068,train,pending
0069,batch1,0084.webp,webp,roofline/images/0069.webp,1536,1152,landscape,False,,451634,b458999f60267cd8c9f5a01e3af6d1a218fc0d3f,,b16dae60239d762c,HG-0069,train,pending
0070,batch1,0085.webp,webp,roofline/images/0070.webp,1920,1280,landscape,False,,530984,f19914c0af08df2b9a48243d6c9d2ca94d50ca61,,9a9aea444c4d93b7,HG-0070,train,pending
0071,batch1,0086.webp,webp,roofline/images/0071.webp,1448,1086,landscape,False,,388602,c8b7661e236ad9afbca176897fed9604a772b103,,97b298584cb6e68e,HG-0071,train,pending
0072,batch1,0087.webp,webp,roofline/images/0072.webp,1536,1152,landscape,False,,383370,7b0a8bc466dc22c82821d33f84fde57001a8ed58,,b5ec9a0a4ff4e428,HG-0072,train,pending
0073,batch1,0088.webp,webp,roofline/images/0073.webp,1920,1280,landscape,False,,478376,717984f0bc36a27fc0d69abe7133b3f0aff3c4d0,,d6d6c236072ff412,HG-0073,train,pending
0074,batch1,0089.webp,webp,roofline/images/0074.webp,1536,1152,landscape,False,,504616,a8f2241557a1eaf33fd5feeb87dcd5d1db7f5b05,,9859db5f7290d606,HG-0074,train,pending
0075,batch1,0090.webp,webp,roofline/images/0075.webp,1536,1066,landscape,False,,425668,e850897b0a54093c03faad48bb073d217bcc9429,,9029979e4fc79664,HG-0075,train,pending
0076,batch1,0091.webp,webp,roofline/images/0076.webp,1536,1066,landscape,False,,293854,8de9b2dcec9095967a20110a3dff666359d53851,,c969b6a4212fb669,HG-0076,train,pending
0077,batch1,0092.webp,webp,roofline/images/0077.webp,1536,1023,landscape,False,,286424,02080dd2f7b9d53c123e97ea811e74483b6b5957,,8c6ffc458ec075a8,HG-0077,val,pending
0078,batch1,0095.webp,webp,roofline/images/0078.webp,1920,1280,landscape,False,,346072,530a762c79cadbd2e2627d1dc38aa094a5d1a116,,bcbda3825cd12d86,HG-0078,train,pending
0079,batch1,0096.webp,webp,roofline/images/0079.webp,1920,1280,landscape,False,,771150,73a0dca8f668eb10d5b9cb0c001ddf9e4e783b62,,de1e653103639f83,HG-0079,val,pending
0080,batch1,0097.webp,webp,roofline/images/0080.webp,1536,1152,landscape,False,,269222,5a9e3dbb885249f277f0116661441154ae61bd0e,,e79c216a0ef41d4b,HG-0080,train,pending
0081,batch1,0098.webp,webp,roofline/images/0081.webp,1536,1063,landscape,False,,317650,aafdc805d585aaa14c0698d09d87c65f8ff9c3d4,,f1868e69d1fe038c,HG-0081,train,pending
0082,batch1,0099.webp,webp,roofline/images/0082.webp,1536,1152,landscape,False,,605462,a2425b70f023aa7417a364c24922f7d983c98ea8,,e98b764a12d5672c,HG-0082,train,pending
0083,batch1,0100.webp,webp,roofline/images/0083.webp,1536,1152,landscape,False,,487636,adf8e08eaaefa35afdcf9fff79c0aa9f5d2185f3,,c370d4ae6ed8e01e,HG-0083,train,pending
0084,batch1,0101.webp,webp,roofline/images/0084.webp,1536,1152,landscape,False,,705524,ae40c7fc6b9dfe2a16e267816b128cde3f3029eb,,f8782737149075e5,HG-0084,train,pending
0085,batch1,0103.webp,webp,roofline/images/0085.webp,1536,941,landscape,False,,283128,312a4f971b3a6b44cd2ae32e2541bdb44eb3e42a,,efd38c41ee4126d8,HG-0085,holdout,pending
0086,batch1,0104.webp,webp,roofline/images/0086.webp,1024,618,landscape,False,,52190,88422b2bfa245ea0181c862612237616376ba669,,807f8f1ef1875e20,HG-0086,train,pending
0087,batch1,0106.webp,webp,roofline/images/0087.webp,1536,1152,landscape,False,,488464,9e12d1f7e02db95f4185bd46a84058f195042a9d,,d6d4a5f92032fb0c,HG-0087,val,pending
0088,batch1,0107.webp,webp,roofline/images/0088.webp,1536,1152,landscape,False,,412330,817b94f07d8acd701cf334afc0a730b4190495c2,,e18496eb1d9b6a89,HG-0088,train,pending
0089,batch1,0108.webp,webp,roofline/images/0089.webp,1536,1023,landscape,False,,353646,4b6898fec33193ea9a54b4a8090cb617ff1b5490,,e017de3543bab078,HG-0089,train,pending
0090,batch1,0109.webp,webp,roofline/images/0090.webp,1920,1280,landscape,False,,750432,12e103d762ad559eb2d19d9f7668b86b89217873,,9c34c9e9af85d432,HG-0090,val,pending
0091,batch1,0110.webp,webp,roofline/images/0091.webp,1536,1152,landscape,False,,559292,7d81793bdb9de3b0b61fe58aacc6f71784082e84,,d0d0b6c66c6a3bd1,HG-0091,train,pending
0092,batch1,0111.webp,webp,roofline/images/0092.webp,1536,1152,landscape,False,,493752,aa843ab7ba9bf60e6f9361484d754e4021c977cf,,d63a755e2391982d,HG-0092,train,pending
0093,batch1,0112.webp,webp,roofline/images/0093.webp,1536,1066,landscape,False,,339164,a781d887873255936068fb02afaad425961374bf,,97f0ba39aa0ccf60,HG-0093,train,pending
0094,batch1,0113.webp,webp,roofline/images/0094.webp,1536,1066,landscape,False,,467070,3d90c64cb90b47c17b9447feadc15cb6a9c0ca74,,c11eba463ca76c4b,HG-0094,train,pending
0095,batch1,0114.webp,webp,roofline/images/0095.webp,1536,1152,landscape,False,,424374,e77e5bf3635aa912a9e4b4f96845346418197900,,e41cbbd2402de597,HG-0095,holdout,pending
0096,batch1,0115.jpg,jpg,roofline/images/0096.jpg,1280,853,landscape,False,,662920,f7476225563c39d8ebdf66cef4f5987789810c23,,cf7d915870d2ca0d,HG-0096,train,pending
0097,batch1,0116.jpg,jpg,roofline/images/0097.jpg,1280,853,landscape,False,,517446,84a0b0aee231e6f00b3d0adfdadc566ddb29ca41,,ddf8b625a309582e,HG-0097,val,pending
0098,batch1,0117.jpg,jpg,roofline/images/0098.jpg,1280,719,landscape,False,,498882,10bd12c1a90f2be255fd04a8fad29cf8a77df1b9,,c9f4592eb00f24eb,HG-0098,train,pending
0099,batch1,0118.jpg,jpg,roofline/images/0099.jpg,1280,853,landscape,False,,592683,cf013ac559816fe6b785333f5b2463bd951535c2,,9c39f8824e7d8563,HG-0099,train,pending
0100,batch1,0119.webp,webp,roofline/images/0100.webp,1536,1152,landscape,False,,316466,effad93a3f280e67535e7acac5f5823b079cdbc3,,a3f25c0d75f300dc,HG-0100,holdout,pending
0101,batch1,0120.webp,webp,roofline/images/0101.webp,1536,1063,landscape,False,,291432,d747127a83aa0ff728a44f204c256138869c41b6,,9e1e943471ad9d68,HG-0101,train,pending
0102,batch1,0121.webp,webp,roofline/images/0102.webp,1920,1280,landscape,False,,599056,24bae57e14cec8eee741bdee36398254f8cbf8b9,,8084bfe5d0f83d5c,HG-0102,val,pending
0103,batch1,0123.webp,webp,roofline/images/0103.webp,1024,683,landscape,False,,179736,0626561da2f6b101e3ac54760f57d0a4f89862c9,,b690f607c32ac877,HG-0103,train,pending
0104,batch1,0124.webp,webp,roofline/images/0104.webp,1536,1152,landscape,False,,512362,8f2ed68c95497cda231de9da373b9e333eb1ae43,,859da783b6c27a29,HG-0104,train,pending
0105,batch1,0125.webp,webp,roofline/images/0105.webp,1536,1152,landscape,False,,541428,faca1feae1354bb7e16465093ba7b8b38724176f,,a66efd3503cb7c00,HG-0105,train,pending
0106,batch1,0127.webp,webp,roofline/images/0106.webp,1536,1152,landscape,False,,433068,dfb590fcb1dc2ee193c206ea999d82de26db12b1,,9c5cca37a7ad2342,HG-0106,train,pending
0107,batch1,0128.webp,webp,roofline/images/0107.webp,1536,1152,landscape,False,,342788,d8003b06a07042b7052c72696e86c78b406b63c8,,8501e18f4fcbbe16,HG-0107,train,pending
0108,batch1,0130.webp,webp,roofline/images/0108.webp,1536,864,landscape,False,,506596,cfbbede5bca3f110ce158eac9b0b05d6bfff3ea3,,c54d0e3730f0cd6d,HG-0108,val,pending
0109,batch1,0131.webp,webp,roofline/images/0109.webp,1536,1066,landscape,False,,313238,b10e8100a049ba84a74dd8ca7f2f7b80a98ac5da,,8b7bfc85743622c1,HG-0109,train,pending
0110,batch1,0132.webp,webp,roofline/images/0110.webp,1536,1152,landscape,False,,350736,9c407a511958ae3b1a29ab25f1e0ea7fee5a5250,,c4b33a4895b56a7a,HG-0110,val,pending
0111,batch1,0134.webp,webp,roofline/images/0111.webp,1536,1064,landscape,False,,308328,7cc4aea7c07f1a09318185de53836f87178ade41,,a4dfef15d161901a,HG-0111,train,pending
0112,batch1,0135.webp,webp,roofline/images/0112.webp,1536,1024,landscape,False,,260176,5bc269f35ba7ffaf69842120274719d91340eff2,,f1dbaa061e70512f,HG-0112,holdout,pending
0113,batch1,0136.webp,webp,roofline/images/0113.webp,1536,1152,landscape,False,,625356,2518976509f9e8eb52618d3a3d1724f8562b2506,,e31a9f4a2bb94472,HG-0113,val,pending
0114,batch1,0138.webp,webp,roofline/images/0114.webp,1536,1152,landscape,False,,481806,ade72886340541a480a02968474bb672184124c2,,d5cc801477e86db9,HG-0114,train,pending
0115,batch1,0139.webp,webp,roofline/images/0115.webp,1536,1152,landscape,False,,805050,3c2fd0aaea177c290f237a0e573a210eafd0f866,,935eb115bf2bc0e0,HG-0115,train,pending
0116,batch1,0140.webp,webp,roofline/images/0116.webp,1536,1066,landscape,False,,276792,5825fce8e3dba311ffae2a0f372b92e9c0312079,,c3e0c86cf45f25c3,HG-0116,train,pending
0117,batch1,0141.webp,webp,roofline/images/0117.webp,1536,1152,landscape,False,,619816,66e9b73b757eefe0f67615a1c076eec58cd95ae6,,cbe8e96f1a8e18b0,HG-0117,train,pending
0118,batch1,0142.webp,webp,roofline/images/0118.webp,1536,1063,landscape,False,,296812,79071be4b96cdd10942d73f49d2f4b6062aa154a,,870b9274753b1b6c,HG-0118,train,pending
0119,batch1,0143.webp,webp,roofline/images/0119.webp,1536,1152,landscape,False,,472404,d8079c986216bbc5efd4cce4e7e483366b987ab4,,d20baf4a30b4cf8b,HG-0119,train,pending
0120,batch1,0144.webp,webp,roofline/images/0120.webp,1536,1152,landscape,False,,489390,c7178a87a760e6d6a03449fc44c7e0950a104eed,,9e3ff0ac38405a7c,HG-0120,holdout,pending
0121,batch1,0145.webp,webp,roofline/images/0121.webp,1500,1000,landscape,False,,224086,8cdf2aa9193ff97ff62ea980f1928be73312c250,,cff934060bb9e852,HG-0121,train,pending
0122,batch1,0146.webp,webp,roofline/images/0122.webp,1536,1072,landscape,False,,300480,186752f264f9386ffa666daa7dd1c343a25f0a80,,d993354e0cb5c43d,HG-0122,holdout,pending
0123,batch1,0147.webp,webp,roofline/images/0123.webp,1536,1066,landscape,False,,387410,2cb9e408fa4397925da020d68f9e3eccf1fee6fb,,a109bbf330b2cdb4,HG-0123,train,pending
0124,batch1,0148.webp,webp,roofline/images/0124.webp,1536,901,landscape,False,,300946,a63e949ec9a9e4ab208821d3954a3c4535b04a46,,9829e450734f2fc7,HG-0124,train,pending
0125,batch1,0149.webp,webp,roofline/images/0125.webp,1536,1152,landscape,False,,778074,c8c8937f2f31fa83575dc6ab31ccb432dd02c560,,d5654e78c8eab119,HG-0125,train,pending
0126,batch1,0150.webp,webp,roofline/images/0126.webp,1920,1280,landscape,False,,724108,fadfe5d98e78a6dde6c5ee0981c660ca12acba26,,951db0376f33940d,HG-0126,train,pending
0127,batch1,0151.webp,webp,roofline/images/0127.webp,1536,1152,landscape,False,,271038,da7d88e4c65ea32d456b538cc13a3e80792afac8,,b17986997982f664,HG-0127,train,pending
0128,batch1,0152.webp,webp,roofline/images/0128.webp,1536,1072,landscape,False,,351922,a3b5fa59053275dd598a05a6595d4d4d83d4f335,,d0dc812e3fa9ed48,HG-0128,val,pending
0129,batch1,0153.webp,webp,roofline/images/0129.webp,1024,768,landscape,False,,239106,04b4296ee3b1e87ffc66e190e194c0ba8107b222,,9595923531ac3f99,HG-0129,train,pending
0130,batch1,0154.webp,webp,roofline/images/0130.webp,1536,1152,landscape,False,,550502,a8c431b2bdff4ba8bb994c5e251e3ee5d5a829ea,,e3839ef032bc8d45,HG-0130,holdout,pending
0131,batch1,0155.webp,webp,roofline/images/0131.webp,1536,1152,landscape,False,,477902,17145e826b2cd8d526997f1c3eba10d55bb9069b,,88dda960a74b9d6c,HG-0131,train,pending
0132,batch1,0156.webp,webp,roofline/images/0132.webp,1448,1086,landscape,False,,284096,b1f78e9fca85c666fa91f2625068add32032b2f1,,80f5ba907778c8ce,HG-0132,train,pending
0133,batch1,0157.webp,webp,roofline/images/0133.webp,1279,854,landscape,False,,481494,db92aec26ea6646f721e72a5f3b59e53e8441dc3,,d307a963243e7a27,HG-0133,train,pending
0134,batch1,0158.webp,webp,roofline/images/0134.webp,1536,1065,landscape,False,,280890,2bb21c5d2dfaa8857145e6844239f4072c5ecca3,,cc6ca52e72da8935,HG-0134,train,pending
0135,batch1,0159.webp,webp,roofline/images/0135.webp,1054,782,landscape,False,,225956,6a1dfd0ad22dd28775ac42d0e68034ddb8ab0999,,f0eece73109c1a66,HG-0135,holdout,pending
0136,batch1,0160.webp,webp,roofline/images/0136.webp,1536,1152,landscape,False,,530590,b811c5b8c65fb341495ad2270319ab4e236a07c6,,94cb6b1450ea7753,HG-0136,train,pending
0137,batch1,0161.webp,webp,roofline/images/0137.webp,1279,854,landscape,False,,450060,500b7c76d8f9ae8b773112c71eb7182bd8b8c160,,96b2a359439d5a8d,HG-0137,val,pending
0138,batch1,0162.webp,webp,roofline/images/0138.webp,1536,831,landscape,False,,316600,d38bc51752a9fc57bbb16509648725f1930a57c7,,85d8ee622d1ec26e,HG-0138,holdout,pending
0139,batch1,0163.webp,webp,roofline/images/0139.webp,1536,1066,landscape,False,,361258,a6a57c6b73be3987ebf52e816f700998d6c86ce7,,80d517372e29eb63,HG-0139,train,pending
0140,batch1,0164.webp,webp,roofline/images/0140.webp,1024,683,landscape,False,,184600,113184e1616d6751db123f85f87edcd356c9adbf,,f7f6e32a090ab350,HG-0140,holdout,pending
0141,batch1,0165.webp,webp,roofline/images/0141.webp,1344,768,landscape,False,,272896,f4184a86fc4eddf2481e1bc303abe9c71e70ae5c,,d81cc86827a3e7da,HG-0141,holdout,pending
0142,batch1,0166.webp,webp,roofline/images/0142.webp,1500,1000,landscape,False,,407570,d1d93eb79ac1734bc0778a6a757df70137b410f1,,d5957aa2054bbb54,HG-0142,train,pending
0143,batch1,0167.webp,webp,roofline/images/0143.webp,1920,1280,landscape,False,,244702,23c20b2db2c29c176073c4607b19ac7acf286e2b,,c19d2f465a793585,HG-0143,train,pending
0144,batch1,0168.webp,webp,roofline/images/0144.webp,1920,1280,landscape,False,,315838,ec07e14494297dc5604e850c2f3a3703954e001c,,8082a5cd5f7c3cf1,HG-0144,holdout,pending
0145,batch1,0169.webp,webp,roofline/images/0145.webp,1536,1152,landscape,False,,360188,670822f9ebfb25260c0397c422ff06473aa5a00a,,818dd2749a5e7f21,HG-0145,train,pending
